index,id,region_id,area_id,city_id,street_id,shortname_region,formalname_region,shortname_area,formalname_area,shortname_city,formalname_city,shortname_street,formalname_street,house_number,building,block,letter,address,houseguid,management_organization_id,built_year,exploitation_start_year,project_type,house_type,is_alarm,method_of_forming_overhaul_fund,floor_count_max,floor_count_min,entrance_count,elevators_count,energy_efficiency,quarters_count,living_quarters_count,unliving_quarters_count,area_total,area_residential,area_non_residential,area_common_property,area_land,parking_square,playground,sportsground,other_beautification,foundation_type,floor_type,wall_material,basement_area,chute_type,chute_count,electrical_type,electrical_entries_count,heating_type,hot_water_type,cold_water_type,sewerage_type,sewerage_cesspools_volume,gas_type,ventilation_type,firefighting_type,drainage_type,splited_string_len,prepared_address_v1,lat,lon,raw_class,raw_type
20,6935346,43909681-d6e1-432d-b61f-ddac393cb5da,,7b6de6a5-86d0-4735-b11a-499081111af8,031cba93-ce6f-49cc-a792-4d32d9ec129e,край,Приморский,,,г,Владивосток,Проспект,100-летия Владивостока,34,,,,"край. Приморский, г. Владивосток, Проспект. 100-летия Владивостока, д. 34",e8d6c946-f7a9-c809-0df8-d78066a8ef99,7566110.0,1961.0,1961.0,1-511,Многоквартирный дом,Нет,На счете регионального оператора,5.0,0.0,2.0,0.0,Не присвоен,43,38.0,5.0,"2620,50","1440,70","362,80","345,40","2539,60","0,00",500,500,"Урны, скамейки",Ленточный,Железобетонные,Кирпич,"224,90",Отсутствует,0.0,Центральное,2.0,Центральное,Открытая с отбором сетевой воды на горячее водоснабжение из тепловой сети,Центральное,Центральное,"0,00",Отсутствует,Вытяжная вентиляция,Отсутствует,Отсутствует,8.0,"край. Приморский, г. Владивосток, проспект 100-летия Владивостока 34",,,,
21,6932774,43909681-d6e1-432d-b61f-ddac393cb5da,,7b6de6a5-86d0-4735-b11a-499081111af8,031cba93-ce6f-49cc-a792-4d32d9ec129e,край,Приморский,,,г,Владивосток,Проспект,100-летия Владивостока,34а,,,,"край. Приморский, г. Владивосток, Проспект. 100-летия Владивостока, д. 34а",811fb5a3-b14e-7f25-1d9d-06df283212ee,,,1961.0,,Не заполнено,Нет,Не заполнено,,,,,Не заполнено,0,,,"1798,20","1623,20",,,,,498,498,,Не заполнено,Не заполнено,Не заполнено,,Не заполнено,,Центральное,,Центральное,Открытая с отбором сетевой воды на горячее водоснабжение из тепловой сети,Центральное,Центральное,,Отсутствует,Не заполнено,Не заполнено,Не заполнено,8.0,"край. Приморский, г. Владивосток, проспект 100-летия Владивостока 34а",,,,
22,7573766,43909681-d6e1-432d-b61f-ddac393cb5da,,7b6de6a5-86d0-4735-b11a-499081111af8,c8f49eb7-14a6-457b-a2e8-eff463128d66,край,Приморский,,,г,Владивосток,пр-кт,100-летия Владивостока,34а,,,,"край. Приморский, г. Владивосток, пр-кт. 100-летия Владивостока, д. 34а",e034cc87-e994-457f-b045-ca7bde2d501d,7566110.0,1961.0,1961.0,1-511,Многоквартирный дом,Нет,На счете регионального оператора,5.0,0.0,2.0,0.0,Не присвоен,40,40.0,0.0,"2087,10","1624,20","0,00","462,90","5802,60","0,00",499,500,"Урны, скамейки",Ленточный,Железобетонные,Кирпич,"342,30",Отсутствует,0.0,Центральное,1.0,Центральное,Открытая с отбором сетевой воды на горячее водоснабжение из тепловой сети,Центральное,Центральное,"0,00",Отсутствует,Вытяжная вентиляция,Отсутствует,Отсутствует,8.0,"край. Приморский, г. Владивосток, проспект 100-летия Владивостока 34а",,,,
23,6939314,43909681-d6e1-432d-b61f-ddac393cb5da,,7b6de6a5-86d0-4735-b11a-499081111af8,031cba93-ce6f-49cc-a792-4d32d9ec129e,край,Приморский,,,г,Владивосток,Проспект,100-летия Владивостока,35,,,,"край. Приморский, г. Владивосток, Проспект. 100-летия Владивостока, д. 35",e6a79c5b-5802-6be5-dd3d-8168fff58436,,,1961.0,,Не заполнено,Нет,Не заполнено,5.0,,2.0,,Не заполнено,0,,,"1617,60","1031,20",,,,,498,498,,Не заполнено,Не заполнено,Не заполнено,,Не заполнено,,Центральное,,Центральное,Открытая с отбором сетевой воды на горячее водоснабжение из тепловой сети,Центральное,Центральное,,Отсутствует,Не заполнено,Не заполнено,Не заполнено,8.0,"край. Приморский, г. Владивосток, проспект 100-летия Владивостока 35",,,,
24,8850736,43909681-d6e1-432d-b61f-ddac393cb5da,,7b6de6a5-86d0-4735-b11a-499081111af8,c8f49eb7-14a6-457b-a2e8-eff463128d66,край,Приморский,,,г,Владивосток,пр-кт,100-летия Владивостока,35,,,,"край. Приморский, г. Владивосток, пр-кт. 100-летия Владивостока, д. 35",41fac809-8c3d-46dd-aa10-959842e80311,8622422.0,1962.0,1962.0,II - 28,Многоквартирный дом,Нет,На счете регионального оператора,6.0,6.0,2.0,0.0,C,51,45.0,6.0,"2381,00","2164,00","217,00","2381,00","1500,00","0,00",499,500,"клумбы, лавочки",Ленточный,Железобетонные,Кирпич,"620,00",Отсутствует,0.0,Центральное,1.0,Центральное,Открытая с отбором сетевой воды на горячее водоснабжение из тепловой сети,Центральное,Центральное,"0,00",Отсутствует,Вытяжная вентиляция,Отсутствует,Наружные водостоки,8.0,"край. Приморский, г. Владивосток, проспект 100-летия Владивостока 35",,,,
25,6932351,43909681-d6e1-432d-b61f-ddac393cb5da,,7b6de6a5-86d0-4735-b11a-499081111af8,031cba93-ce6f-49cc-a792-4d32d9ec129e,край,Приморский,,,г,Владивосток,Проспект,100-летия Владивостока,36,,,,"край. Приморский, г. Владивосток, Проспект. 100-летия Владивостока, д. 36",ce29861d-736a-221b-5fa9-37b00339e9bd,7566110.0,1962.0,1962.0,1-511,Многоквартирный дом,Нет,На счете регионального оператора,5.0,0.0,2.0,0.0,Не присвоен,43,38.0,5.0,"2617,30","1311,00","372,20","474,90","2493,60","0,00",500,500,"Урны, скамейки",Ленточный,Железобетонные,Кирпич,"354,30",Отсутствует,0.0,Центральное,1.0,Центральное,Открытая с отбором сетевой воды на горячее водоснабжение из тепловой сети,Центральное,Центральное,"0,00",Отсутствует,Вытяжная вентиляция,Отсутствует,Отсутствует,8.0,"край. Приморский, г. Владивосток, проспект 100-летия Владивостока 36",,,,
26,7573755,43909681-d6e1-432d-b61f-ddac393cb5da,,7b6de6a5-86d0-4735-b11a-499081111af8,c8f49eb7-14a6-457b-a2e8-eff463128d66,край,Приморский,,,г,Владивосток,пр-кт,100-летия Владивостока,36б,,,,"край. Приморский, г. Владивосток, пр-кт. 100-летия Владивостока, д. 36б",0e78b857-e835-4eda-870c-9ea8dcda13f8,7566110.0,1961.0,1961.0,II-32,Многоквартирный дом,Нет,На счете регионального оператора,5.0,0.0,3.0,0.0,Не присвоен,62,57.0,5.0,"3274,20","2358,90","264,10","651,20","6009,50","0,00",500,500,"Урны, скамейки",Ленточный,Железобетонные,Кирпич,"450,20",Отсутствует,0.0,Центральное,1.0,Центральное,Открытая с отбором сетевой воды на горячее водоснабжение из тепловой сети,Центральное,Центральное,"0,00",Отсутствует,Вытяжная вентиляция,Отсутствует,Наружные водостоки,8.0,"край. Приморский, г. Владивосток, проспект 100-летия Владивостока 36б",,,,
27,7573758,43909681-d6e1-432d-b61f-ddac393cb5da,,7b6de6a5-86d0-4735-b11a-499081111af8,c8f49eb7-14a6-457b-a2e8-eff463128d66,край,Приморский,,,г,Владивосток,пр-кт,100-летия Владивостока,37,,,,"край. Приморский, г. Владивосток, пр-кт. 100-летия Владивостока, д. 37",9ec2813e-c78d-4567-a5fc-12483814bd05,7566110.0,1961.0,1961.0,1-511,Многоквартирный дом,Нет,На счете регионального оператора,5.0,0.0,2.0,0.0,Не присвоен,48,41.0,7.0,"2758,00","1546,10","347,00","449,90","2121,00","0,00",500,500,"Урны, скамейки",Ленточный,Железобетонные,Кирпич,"328,50",Отсутствует,0.0,Центральное,1.0,Центральное,Открытая с отбором сетевой воды на горячее водоснабжение из тепловой сети,Центральное,Центральное,"0,00",Отсутствует,Вытяжная вентиляция,Отсутствует,Отсутствует,8.0,"край. Приморский, г. Владивосток, проспект 100-летия Владивостока 37",,,,
28,6940955,43909681-d6e1-432d-b61f-ddac393cb5da,,7b6de6a5-86d0-4735-b11a-499081111af8,031cba93-ce6f-49cc-a792-4d32d9ec129e,край,Приморский,,,г,Владивосток,Проспект,100-летия Владивостока,37а,,,,"край. Приморский, г. Владивосток, Проспект. 100-летия Владивостока, д. 37а",eddbf713-a3db-53ee-6465-798a6c9d2fcd,7566110.0,1960.0,1960.0,1-511,Многоквартирный дом,Нет,На счете регионального оператора,5.0,0.0,4.0,0.0,Не присвоен,70,64.0,6.0,"5725,40","2632,00","1483,90","808,30","2807,00","0,00",500,500,"Урны, скамейки",Ленточный,Железобетонные,Кирпич,"614,00",Отсутствует,0.0,Центральное,1.0,Центральное,Открытая с отбором сетевой воды на горячее водоснабжение из тепловой сети,Центральное,Центральное,"0,00",Отсутствует,Вытяжная вентиляция,Отсутствует,Отсутствует,8.0,"край. Приморский, г. Владивосток, проспект 100-летия Владивостока 37а",,,,
29,6934017,43909681-d6e1-432d-b61f-ddac393cb5da,,7b6de6a5-86d0-4735-b11a-499081111af8,031cba93-ce6f-49cc-a792-4d32d9ec129e,край,Приморский,,,г,Владивосток,Проспект,100-летия Владивостока,38,,,,"край. Приморский, г. Владивосток, Проспект. 100-летия Владивостока, д. 38",78283066-7ebb-b30b-da94-e49abe6c6d35,7566110.0,1960.0,1960.0,1-511,Многоквартирный дом,Нет,На специальном счете организации,5.0,0.0,3.0,0.0,Не присвоен,55,47.0,8.0,"3966,60","1980,90","776,50","693,80","2070,00","0,00",500,500,"Урны, скамейки",Ленточный,Железобетонные,Кирпич,"509,30",Отсутствует,0.0,Центральное,0.0,Центральное,Открытая с отбором сетевой воды на горячее водоснабжение из тепловой сети,Центральное,Центральное,"0,00",Отсутствует,Вытяжная вентиляция,Отсутствует,Отсутствует,8.0,"край. Приморский, г. Владивосток, проспект 100-летия Владивостока 38",,,,
30,7573761,43909681-d6e1-432d-b61f-ddac393cb5da,,7b6de6a5-86d0-4735-b11a-499081111af8,c8f49eb7-14a6-457b-a2e8-eff463128d66,край,Приморский,,,г,Владивосток,пр-кт,100-летия Владивостока,39,,,,"край. Приморский, г. Владивосток, пр-кт. 100-летия Владивостока, д. 39",1de48b5d-fe0c-43c4-bc9d-7ce2a32a60aa,7566110.0,1962.0,1962.0,1-511,Многоквартирный дом,Нет,На счете регионального оператора,5.0,0.0,2.0,0.0,Не присвоен,42,38.0,4.0,"2627,10","1380,30","163,90","513,70","2702,00","0,00",500,500,"Урны, скамейки",Ленточный,Железобетонные,Кирпич,"360,90",Отсутствует,0.0,Центральное,1.0,Центральное,Открытая с отбором сетевой воды на горячее водоснабжение из тепловой сети,Центральное,Центральное,"0,00",Отсутствует,Вытяжная вентиляция,Отсутствует,Отсутствует,8.0,"край. Приморский, г. Владивосток, проспект 100-летия Владивостока 39",,,,
31,6935531,43909681-d6e1-432d-b61f-ddac393cb5da,,7b6de6a5-86d0-4735-b11a-499081111af8,031cba93-ce6f-49cc-a792-4d32d9ec129e,край,Приморский,,,г,Владивосток,Проспект,100-летия Владивостока,39а,,,,"край. Приморский, г. Владивосток, Проспект. 100-летия Владивостока, д. 39а",fb8c73a8-2e66-eea4-76cb-194bf1e05dec,7566110.0,1961.0,1961.0,1-511,Многоквартирный дом,Нет,На счете регионального оператора,5.0,0.0,4.0,0.0,Не присвоен,82,78.0,4.0,"5011,00","3050,20","170,70","904,30","2590,00","0,00",500,500,"Урны, скамейки",Ленточный,Железобетонные,Кирпич,"659,30",Отсутствует,0.0,Центральное,1.0,Центральное,Открытая с отбором сетевой воды на горячее водоснабжение из тепловой сети,Центральное,Центральное,"0,00",Отсутствует,Вытяжная вентиляция,Отсутствует,Отсутствует,8.0,"край. Приморский, г. Владивосток, проспект 100-летия Владивостока 39а",,,,
32,6937662,43909681-d6e1-432d-b61f-ddac393cb5da,,7b6de6a5-86d0-4735-b11a-499081111af8,031cba93-ce6f-49cc-a792-4d32d9ec129e,край,Приморский,,,г,Владивосток,Проспект,100-летия Владивостока,41,,,,"край. Приморский, г. Владивосток, Проспект. 100-летия Владивостока, д. 41",f62e72ac-8614-4da1-6708-24b674915d3e,7566110.0,1961.0,1961.0,1-511,Многоквартирный дом,Нет,На счете регионального оператора,5.0,0.0,2.0,0.0,Не присвоен,40,38.0,2.0,"2414,40","1481,80","39,90","477,70","2465,00","0,00",500,500,"Урны, скамейки",Ленточный,Железобетонные,Кирпич,"354,50",Отсутствует,0.0,Центральное,1.0,Центральное,Открытая с отбором сетевой воды на горячее водоснабжение из тепловой сети,Центральное,Центральное,"0,00",Отсутствует,Вытяжная вентиляция,Отсутствует,Отсутствует,8.0,"край. Приморский, г. Владивосток, проспект 100-летия Владивостока 41",,,,
33,6940331,43909681-d6e1-432d-b61f-ddac393cb5da,,7b6de6a5-86d0-4735-b11a-499081111af8,031cba93-ce6f-49cc-a792-4d32d9ec129e,край,Приморский,,,г,Владивосток,Проспект,100-летия Владивостока,42,,,,"край. Приморский, г. Владивосток, Проспект. 100-летия Владивостока, д. 42",208c7334-2a94-c21c-8561-5d17dde758fb,7566110.0,1969.0,1969.0,1-511,Многоквартирный дом,Нет,На счете регионального оператора,5.0,0.0,3.0,0.0,Не присвоен,53,48.0,5.0,"3572,00","1778,60","1021,90","771,50","1771,60","0,00",500,500,"Урны, скамейки",Ленточный,Железобетонные,Кирпич,"18,80",Отсутствует,0.0,Центральное,1.0,Центральное,Открытая с отбором сетевой воды на горячее водоснабжение из тепловой сети,Центральное,Центральное,"0,00",Отсутствует,Вытяжная вентиляция,Отсутствует,Отсутствует,8.0,"край. Приморский, г. Владивосток, проспект 100-летия Владивостока 42",,,,
34,6934161,43909681-d6e1-432d-b61f-ddac393cb5da,,7b6de6a5-86d0-4735-b11a-499081111af8,031cba93-ce6f-49cc-a792-4d32d9ec129e,край,Приморский,,,г,Владивосток,Проспект,100-летия Владивостока,43,,,,"край. Приморский, г. Владивосток, Проспект. 100-летия Владивостока, д. 43",9d5d96e6-bf7f-da49-3be0-151b2b8b50d5,7566110.0,1961.0,1961.0,II-03,Многоквартирный дом,Нет,На счете регионального оператора,5.0,0.0,4.0,0.0,Не присвоен,95,75.0,20.0,"5246,00","2807,80","961,80","605,90","2533,00","0,00",499,500,"Урны, скамейки",Ленточный,Железобетонные,Кирпич,"365,90",Отсутствует,0.0,Центральное,1.0,Центральное,Открытая с отбором сетевой воды на горячее водоснабжение из тепловой сети,Центральное,Центральное,"0,00",Отсутствует,Вытяжная вентиляция,Отсутствует,Отсутствует,8.0,"край. Приморский, г. Владивосток, проспект 100-летия Владивостока 43",,,,
35,6939670,43909681-d6e1-432d-b61f-ddac393cb5da,,7b6de6a5-86d0-4735-b11a-499081111af8,031cba93-ce6f-49cc-a792-4d32d9ec129e,край,Приморский,,,г,Владивосток,Проспект,100-летия Владивостока,43а,,,,"край. Приморский, г. Владивосток, Проспект. 100-летия Владивостока, д. 43а",a7c29e7d-98af-d1c3-5089-cf46ec3eaa88,7566110.0,1961.0,1961.0,II-03,Многоквартирный дом,Нет,На счете регионального оператора,5.0,0.0,2.0,0.0,Не присвоен,35,32.0,3.0,"2546,10","1031,70","827,20","272,20","1568,00","0,00",500,500,"Урны, скамейки",Ленточный,Железобетонные,Кирпич,"152,30",Отсутствует,0.0,Центральное,1.0,Центральное,Открытая с отбором сетевой воды на горячее водоснабжение из тепловой сети,Центральное,Центральное,"0,00",Отсутствует,Вытяжная вентиляция,Отсутствует,Отсутствует,8.0,"край. Приморский, г. Владивосток, проспект 100-летия Владивостока 43а",,,,
